"""@title"",""Français"""
"""#02365"",""Fishy&Ha ha!&Design curieux&Décoration marine"""
"""#02366"",""Statue de poisson jaillissant de l'eau."""
"""#02367"",""Exécuter Kairobot"""
"""#02368"",""Astuces sympas"""
"""#02369"",""Bonne chance&Incroyable&Ha ha !"""
"""#02370"", ""Kairobot s'est entraîné dur pour ça."""
"""#02371"",""=#02370"""
"""#02372"", ""Plongeur surprise"""
"""#02373"",""Soaker!"""
"""#02374"",""Woah !&Oh mon Dieu !&Je suis trempé !"""
"""#02375"",""L'eau descend comme un tsunami."""
"""#02376"",""Toboggan à rayures"""
"""#02377"",""Rayé"""
"""#02378"",""Joli&Parfait&J'aime ça"""
"""#02379"",""Un toboggan sans fioritures."""
"""#02380"",""Toboggan bleu"""
"""#02381"", ""Oui, glisse"""
"""#02382"",""Excitant&Incroyable&Amusant !"""
"""#02383"",""Un toboggan aquatique commun à 3 niveaux."""
"""#02384"",""Toboggan à fusée"""
"""#02385"",""Fusée"""
"""#02386"",""Futuriste&Fantastique&Sciencey"""
"""#02387"",""On dirait une fusée spatiale."""
"""#02388"",""Toboggan Cabane dans les Arbres"""
"""#02389"",""Lush!"""
"""#02390"",""Maison dans les arbres !"""
"""#02391"",""Mignon&Vu un écureuil&Comme une forêt !"""
"""#02392"", ""Pouvez-vous repérer toutes les créatures?"""
"""#02393"",""Pothos"""
"""#02394"",""Semble en bonne santé&Tellement grand&Nice&Leafy"""
"""#02395"",""Plante d'intérieur facile à cultiver."""
"""#02396"",""Pot de fleurs"""
"""#02397"",""Jolie&Attrayant&Beau parfum&Feuille"""
"""#02398"", ""Avec des fleurs d'hibiscus."""
"""#02399"",""Parterre de fleurs"""
"""#02400"",""Aww&Adorable&Smells nice"""
"""#02401"",""Fleurs sauvages colorées."""
"""#02402"",""Azalée"""
"""#02403"", ""Belle et sent bon et agréable !"""
"""#02404"", ""Fleurs voyantes au doux parfum."""
"""#02405"",""Hortensia"""
"""#02406"",""Belle&Élégante&Agréable à regarder"""
"""#02407"",""Arbuste à fleurs élégant."""
"""#02408"",""Tournesol"""
"""#02409"",""=#02408"""
"""#02410"",""Tellement grand&Ensoleillé&Jolie"""
"""#02411"",""A de grandes fleurs en été."""
"""#02412"",""Aloès"""
"""#02413"",""=#02412"""
"""#02414"",""Spiny&Amer!&Squishy Leaves"""
"""#02415"", ""Comestible mais pas appétissant."""
"""#02416"",""Tour flottante"""
"""#02417"",""Cool !&Puis-je l'escalader ?&Je veux nager"""
"""#02418"",""Fabriqué à partir de chambres à air oubliées."""
"""#02419"",""Arbre à café"""
"""#02420"",""Café !"""
"""#02421"",""Bel arôme&Je veux du café&Aww"""
"""#02422"", ""Une plante aromatique. C'est joli."""
"""#02423"",""=#00924"""
"""#02424"",""A l'air juteux&Puis-je le manger ?&Sent bon"""
"""#02425"",""Un fruit tropical parfumé."""
"""#02426"",""Hibiscus"""
"""#02427"",""=#02426"""
"""#02428"",""Nice&Exotique&Jolie"""
"""#02429"",""Une fleur exotique familière."""
"""#02430"",""=#01049"""
"""#02431"",""Verdure&Parfum frais&Aww&Repos pour mes yeux"""
"""#02432"",""Arbres d'allée communs."""
"""#02433"",""Monstre"""
"""#02434"",""Belles feuilles&Exotique&Aww&Relaxant"""
"""#02435"",""Lié aux lys."""
"""#02436"",""Laceleaf"""
"""#02437"",""Mignon&Tropical&Exotique&Relaxant"""
"""#02438"", ""Ses fleurs sont en forme de coeur."""
"""#02439"",""Bananier"""
"""#02440"",""=#00574"""
"""#02441"", ""Je veux le manger & ça a l'air délicieux & ça sent bon"""
"""#02442"", ""Purement décoratif."""
"""#02443"",""Palmier"""
"""#02444"",""Paume"""
"""#02445"",""Ambiance tropicale&vacances&Bien, sympa"""
"""#02446"",""Ajoute une sensation de plage tropicale."""
"""#02447"",""=#01499"""
"""#02448"",""Beau arbre&Beau parfum&Élégant"""
"""#02449"",""Un conifère élégant."""
"""#02450"",""Fontaine"""
"""#02451"",""Ions négatifs&Rafraîchissant&Aww"""
"""#02452"", ""Le flux d'eau est hypnotisant."""
"""#02453"",""Ficus"""
"""#02454"",""C'est énorme&Whoa&C'est devenu grand"""
"""#02455"", ""Plante en pot devenue incontrôlable."""
"""#02456"",""Pilier antique"""
"""#02457"",""A l'air ancien"""
"""#02458"",""Mystérieux"""
"""#02459"",""Intéressant&Est-ce grec ?&Cool"""
"""#02460"", ""Juste une réplique."""
"""#02461"",""Kairobot doré"""
"""#02462"",""De l'or véritable ?"""
"""#02463"",""Magnifique&Brillant&Mon mot !"""
"""#02464"",""Une statue de Kairobot inestimable."""
"""#02465"",""Cascade"""
"""#02466"",""=#02465"""
"""#02467"",""So Zen"""
"""#02468"",""Incroyable !&Ions négatifs&Relaxant&Envoûtant »"
"""#02469"",""Cascade artificielle."""
"""#02470"",""Histoire de la glissade de piscine"""
"""#02471"",""Boisson"""
"""#02472"",""Principal"""
"""#02473"", ""Snack"""
"""#02474"",""Dessert"""
"""#02475"",""Saveur"""
"""#02476"",""Apparence"""
"""#02477"",""Coût"""
"""#02478"",""Ensemble ABC de cuisine"""
"""#02479"",""Permis d'agrandissement"""
"""#02480"",""Adulte"""
"""#02481"",""Enfant"""
"""#02482"",""Se prélasser"""
"""#02483"",""Restaurant"""
"""#02484"",""Attractions"""
"""#02485"",""mannequin"""
"""#02486"",""=#02485"""
"""#02487"",""=#02485"""
"""#02488"",""=#02485"""
"""#02489"",""=#02485"""
"""#02490"",""=#02485"""
"""#02491"",""=#02485"""
"""#02492"",""=#02485"""
"""#02493"",""=#02485"""
"""#02494"",""=#02485"""
"""#02495"",""=#02485"""
"""#02496"",""=#02485"""
"""#02497"",""=#02485"""
"""#02498"",""=#02485"""
"""#02499"",""=#02485"""
"""#02500"",""=#02485"""
"""#02501"",""Couleur"""
"""#02502"",""Popularité <co=0064ff><0>+"""
"""#02503"",""Taille <co=0064ff><0>+"""
"""#02504"",""<co=0064ff>Piscine extérieure"""
"""#02505"",""<co=0064ff><0> <1> """
"""#02506"",""<co=0064ff><0></co> parfum"""
"""#02509"",""<co=0064ff><1></co>+ <0>"""
"""#02510"",""Popularité totale"""
"""#02511"",""<0>+"""
"""#02512"",""Ventes quotidiennes"""
"""#02513"",""<0>S+"""
"""#02514"",""Construire <0>"""
"""#02515"",""Construit"""
"""#02516"",""Non construit"""
"""#02517"",""Bâtiments"""
"""#02518"",""Réalisation de souhaits"""
"""#02519"",""=MID(#02511,1,-1)&'+'"""
"""#02520"",""Certification"""
"""#02521"",""<0>+ réussi"""
"""#02522"",""=MID(#02511,1,-1)&''"""
"""#02523"",""Piscines"""
"""#02524"",""=#01550"""
"""#02525"",""Fruits"""
"""#02526"",""=#02471"""
"""#02527"",""Légumes"""
"""#02528"",""Viande"""
"""#02529"",""Fruits de mer"""
"""#02530"",""Condiments"""
"""#02531"",""Bonbons"""
"""#02532"",""Sodas"""
"""#02533"", ""Sélectionner l'emplacement."""
"""#02534"",""Sélectionnez le point de départ."""
"""#02535"",""Sélectionner le point final."""
"""#02536"",""=#02533"""
"""#02537"",""Sélectionnez l'objet à supprimer."""
"""#02538"",""Sélectionnez la partie à supprimer."""
"""#02539"",""=#02538"""
"""#02540"",""Sélectionnez l'objet à déplacer."""
"""#02541"",""Sélectionner la destination."""
"""#02542"",""Sélectionnez l'emplacement de l'entrée."""
"""#02543"",""Choisissez un emplacement dans la zone."""
"""#02544"", ""Déjà construit."""
"""#02545"", ""Il y a un toboggan là-bas."""
"""#02546"",""Impossible de construire là-bas."""
"""#02547"",""Impossible d'y placer."""
"""#02548"",""Supprimé."""
"""#02549"",""Entrée supprimée."""
"""#02550"",""Construit."""
"""#02551"", ""Route posée."""
"""#02552"",""=#02534"""
"""#02553"",""=#02535"""
"""#02554"",""Piscine placée."""
"""#02555"",""Pas de murs."""
"""#02556"",""Impossible de se placer devant les vestiaires."""
"""#02557"",""Le toboggan ne peut pas être déplacé."""
"""#02558"",""Placé."""
"""#02559"",""Supprimer l'installation <po=m>."""
"""#02560"",""Déplacer"""
"""#02561"",""Déplacer l'installation <po=m>."""
"""#02562"",""Entrée"""
"""#02563"",""Placez l'entrée <po=m>."""
"""#02564"",""Temps de construction : {0}"""
"""#02565"",""Première mise en service"""
"""#02566"",""Démarrer l'application"""
"""#02567"",""Vérification de la version de l'application"""
"""#02568"",""=MID(#02513,1,-1)&''"""
"""#02569"",""G"""
"""#02570"",""+"""
"""#02571"", ""-"""
"""#02572"",""Les gens nagent : <0>"""
"""#02573"",""Personnes dans les établissements : <0> (<1> spécial)"""
"""#02574"",""Visiteurs : <0>/<1>/<2>"""
"""#02575"",""Je construis mon propre parc aquatique !<br>#Kairosoft<br>"""
"""#02576"",""Passant"""
"""#02577"",""=#02562"""
"""#02578"",""Piscine"""
"""#02579"",""Gauche"""
"""#02580"",""Tuile(s)"""
"""#02581"",""Bas"""
"""#02582"",""Annuler 1"""
"""#02583"",""Aller à la boutique"""
"""#02584"",""Entrez le code d'assistance"""
"""#02585"",""Oui\tNon"""
"""#02586"",""Envoi de tout"""
"""#02587"",""Données envoyées. Merci !<br>N'oubliez pas que vous pouvez consulter l'App Store pour une version mise à jour de l'application."""
"""#02588"",""Erreur"""
"""#02589"",""Échec"""
"""#02590"",""Fichier introuvable."""
"""#02591"",""Données reçues."""
"""#02592"",""<br>L'application va se fermer."""
"""#02593"",""Réception de données..."""
"""#02594"",""Installations"""
"""#02595"",""Visiteurs"""
"""#02596"",""=#01551"""
"""#02597"", ""Utiliser un objet"""
"""#02598"",""Créer une recette"""
"""#02599"",""Rang supérieur"""
"""#02600"",""<co=00d9c8>(Débloqué après avoir terminé le jeu.)"""
"""#02601"", ""Démarrer"""
"""#02602"",""Quitter le jeu"""
"""#02603"",""Site Internet"""
"""#02604"",""Utilitaires"""
"""#02605"",""Slide"""
"""#02606"",""Vérifiez ce qu'il y a au menu"""
"""#02607"", ""dans chacun des magasins."""
"""#02608"",""Créer de nouveaux menus"""
"""#02609"", ""ça va épater tout le monde."""
"""#02610"",""Vérifiez quelles recettes"""
"""#02611"", ""vous avez de la disponibilité."""
"""#02612"",""Acheter des articles."""
"""#02613"",""L'assortiment change selon les saisons."""
"""#02614"",""Acheter de nouvelles installations."""
"""#02615"", ""Vous pouvez trouver de bonnes affaires ici."""
"""#02616"", ""Vendre des objets."""
"""#02617"", ""Vendre des objets dont vous n'avez pas besoin."""
"""#02618"",""<0> tentera de réussir un test de certification."""
"""#02619"", ""Voici les exigences pour le certificat."""
"""#02620"",""Sans plus tarder, commençons !"""
"""#02621"", ""Nous allons regarder <0>."""
"""#02622"", ""Nous avons le score!"""
"""#02623"",""Popularité totale..."""
"""#02624"",""Total des visiteurs..."""
"""#02625"",""=#02485"""
"""#02626"",""J'aime au total..."""
"""#02627"",""Amis en ligne..."""
"""#02628"",""Certificats..."""
"""#02629"",""Recettes..."""
"""#02630"",""=#02523"""
"""#02631"",""Sélectionnez sur quel pool utiliser l'élément."""
"""#02632"",""Réalisé"""
"""#02633"",""Échec de l'enregistrement. <0> <1>"""
"""#02634"",""Quitter le jeu sans sauvegarder ?"""
"""#02635"",""Assistante"""
"""#02636"",""Président de l'association des piscines"""
"""#02637"",""Produits à la citrouille"""
"""#02638"",""Maître chef"""
"""#02639"",""Raquette"""
"""#02640"",""Uniforme"""
"""#02641"",""Possédé"""
"""#02642"",""Consommables"""
"""#02643"", ""Vendre des objets"""
"""#02644"",""Merci !"""
"""#02645"", ""A bientôt !"""
"""#02646"",""???"""
"""#02647"",""Sol"""
"""#02648"",""Intérieur"""
"""#02649"",""Extérieur"""
"""#02650"",""=#02649"""
"""#02651"",""=#02648"""
"""#02652"",""Payé"""
"""#02653"",""Hauteur"""
"""#02654"",""Longueur"""
"""#02655"", ""Non."""
"""#02656"", ""Pas encore découvert."""
"""#02657"",""Très bien !"""
"""#02658"",""=#02477"""
"""#02659"",""Durée"""
"""#02660"",""D"""
"""#02661"",""Campagnes"""
"""#02662"",""Pas prêt"""
"""#02663"", ""Score"""
"""#02664"",""Score actuel"""
"""#02665"",""Hi-Score précédent"""
"""#02666"",""Et maintenant..."""
"""#02667"", ""Calculons votre score."""
"""#02668"",""Tu as..."""
"""#02669"",""extra <co=1955ff><0>Pts !"""
"""#02670"",""Nouveau haut score !"""
"""#02671"",""Très bien alors."""
"""#02672"",""Voyons voir"""
"""#02673"", ""quel score vous avez obtenu."""
"""#02674"",""Pts ajoutés !"""
"""#02675"",""=#02663"""
"""#02676"", ""Score actuel :"""
"""#02677"",""Hi-Score :"""
"""#02678"",""Historique des achats"""
"""#02679"",""Juge : <0>"""
"""#02680"",""Score :"""
"""#02681"",""<0>Pts"""
"""#02682"",""Récompense de participation"""
"""#02683"",""Prix"""
"""#02684"",""Appliquer"""
"""#02685"", ""Pas cette fois"""
"""#02686"",""Liste de certification"""
"""#02687"",""En cours"""
"""#02688"",""Frais"""
"""#02689"",""=#02601"""
"""#02690"", ""Tant pis, tu n'as pas réussi."""
"""#02691"",""<co=0064ff>Vous avez réussi avec brio !"""
"""#02692"",""Confortable"""
"""#02693"",""Articles"""
"""#02694"",""Exigences"""
"""#02695"", ""Je vais voir ce que je peux faire."""
"""#02696"",""Note de passage"""
"""#02697"", ""Score : <0>"""
"""#02698"",""Cuisine"""
"""#02699"",""Agréable"""
"""#02700"",""Eh bien..."""
"""#02701"",""Prix"""
"""#02702"", ""Terminé!"""
"""#02703"",""Nouvelle création"""
"""#02704"",""Création terminée !"""
"""#02705"",""Création..."""
"""#02706"", ""C'est <0>!"""
"""#02707"", ""Allons cuisiner !"""
"""#02708"", ""Nous pouvons faire le <0>!"""
"""#02709"", ""peut être ajouté."""
"""#02710"",""Sélectionnez les ingrédients."""
"""#02711"",""Semble prometteur."""
"""#02712"",""Très bien."""
"""#02713"",""Comment cela va-t-il se passer ?"""
"""#02714"",""Commencer la cuisson"""
"""#02715"",""Non <0>."""
"""#02716"",""<0> Menu"""
"""#02717"",""=#02641"""
"""#02718"",""Compatibilité"""
"""#02719"",""Ingrédients"""
"""#02720"",""=#01554"""
"""#02721"", ""Que vas-tu faire ?"""
"""#02722"",""Paramètres du menu des aliments"""
"""#02723"",""=#01550"""
"""#02724"",""Teehee !"""
"""#02725"",""Nouveaux clients de <pic=pic_icon_surroundArea<0>><co=0064ff><1>"""
"""#02726"", ""va venir au parc !"""
"""#02727"",""Tubes et flotteurs"""
"""#02728"",""Supprimer le <co=0064ff> <0></co> ?"""
"""#02729"",""Agrandissez votre parc ?"""
"""#02730"","" sera affiché !"""
"""#02731"", ""sera annoncé!"""
"""#02732"","" sélectionné !"""
"""#02733"",""Voilà !"""
"""#02734"",""envoyé"""
"""#02735"", ""les commentaires vous ont eu..."""
"""#02736"",""Le grand prix est..."""
"""#02737"",""Le prix du score parfait est..."""
"""#02738"",""<co=0064ff><0>"""
"""#02739"",""get_item_1"""
"""#02740"",""<0> <co=0064ff><1>"""
"""#02741"",""get_tenant_mark1"""
"""#02742"",""<co=0064ff><0>"""
"""#02743"",""get_extend_1"""
"""#02744"",""get_tenantmove_1"""
"""#02745"",""get_money_1"""
"""#02746"",""<co=0064ff><0> </co>x<1>"""
"""#02747"",""Nouveau maillot de bain : <co=0064ff><0>"""
"""#02748"",""get_swimwear1"""
"""#02749"",""Nouveau flottant : <co=0064ff><0>"""
"""#02750"",""get_floatring_1"""
"""#02751"",""get_indoor_1"""
"""#02752"",""get_cookdevel_1"""
"""#02753"",""get_cookrecipe_1"""
"""#02754"",""get_swimwearset_1"""
"""#02755"",""Nouvelle campagne : <co=0064ff><0>"""
"""#02756"",""get_swimwearset_business_1"""
"""#02757"",""get_cook_1"""
"""#02758"", ""Félicitations!"""
"""#02759"",""=MID(#02741,1,-1)&'2'"""
"""#02760"",""=MID(#02739,1,-1)&'2'"""
"""#02761"",""=MID(#02743,1,-1)&'2'"""
"""#02762"",""=MID(#02744,1,-1)&'2'"""
"""#02763"",""=MID(#02745,1,-1)&'2'"""
"""#02764"",""get_itemmulti_2"""
"""#02765"",""=MID(#02748,1,-1)&'2'"""
"""#02766"",""=MID(#02750,1,-1)&'2'"""
"""#02767"",""=MID(#02751,1,-1)&'2'"""
"""#02768"",""=MID(#02752,1,-1)&'2'"""
"""#02769"",""=MID(#02753,1,-1)&'2'"""
"""#02770"",""=MID(#02754,1,-1)&'2'"""
"""#02771"",""=MID(#02756,1,-1)&'2'"""
"""#02772"",""=MID(#02757,1,-1)&'2'"""
"""#02773"","" viendra dans votre parc !"""
"""#02774"", ""a été introduit!"""
"""#02775"",""get_tenant_1"""
"""#02776"",""Le souhait de <co=0064ff><0></co>"""
"""#02777"","" obtenu !"""
"""#02778"",""=MID(#02775,1,-1)&'2'"""
"""#02779"", ""complété!"""
"""#02780"", ""peut maintenant être placé dans le parc!"""
"""#02781"", ""peut maintenant être utilisé!"""
"""#02782"",""Salut !"""
"""#02783"",""=#02644"""
"""#02784"",""Informations visiteurs"""
"""#02785"",""Maillots de bain"""
"""#02786"",""Flotteur"""
"""#02787"",""Frais de billetterie"""
"""#02788"",""Satisfaction"""
"""#02789"",""Parfum"""
"""#02790"",""Nourriture"""
"""#02791"",""Spécial"""
"""#02792"",""Publié à propos de <0>"""
"""#02793"",""=#02595"""
"""#02794"",""Sélectionnez un visiteur."""
"""#02795"",""=#02646"""
"""#02796"",""Flotteur cadeau"""
"""#02797"",""=#02641"""
"""#02798"",""N'appartient pas"""
"""#02799"",""Maillots de bain cadeaux"""
"""#02800"",""Détails de l'article"""
"""#02801"",""Pour <0>"""
"""#02802"",""Effet spécial"""
"""#02803"",""Bonus de zone"""
"""#02804"",""Couleur de la piscine"""
"""#02805"",""Intensité"""
"""#02806"",""Bonus de popularité saisonnier"""
"""#02807"",""Couleur préférée"""
"""#02808"",""Effet d'objet"""
"""#02809"", ""Utilisation de l'objet"""
"""#02810"",""Sélectionner un article"""
"""#02811"",""Utilisations"""
"""#02812"",""Taille"""
"""#02813"",""Parfum de piscine"""
"""#02814"",""=#02805"""
"""#02815"",""Parfum préféré"""
"""#02816"",""Température de l'eau"""
"""#02817"", ""Température optimale."""
"""#02818"", ""Temp. actuelle."""
"""#02819"", ""Effet sur la température."""
"""#02820"",""Classement annuel des parcs aquatiques"""
"""#02821"",""Précédent."""
"""#02822"",""Année"""
"""#02823"", ""Le classement des parcs aquatiques est en hausse!"""
"""#02824"",""Nous avons classé..."""
"""#02825"",""<co=0064ff>#<0>!"""
"""#02826"",""Bon travail !"""
"""#02827"",""Nous sommes maintenant au rang #<0>."""
"""#02828"",""Félicitations !"""
"""#02829"",""Classement des demandes"""
"""#02830"",""Actuel"""
"""#02831"",""Rang <0>"""
"""#02832"",""Non classé"""
"""#02833"",""Rang <0> Reqs"""
"""#02834"",""D'accord"""
"""#02835"", ""-"""
"""#02836"",""Terminé"""
"""#02837"",""Incomplet"""
"""#02838"", ""Vous avez atteint le premier rang!"""
"""#02839"",""Nouvelle recette découverte !"""
"""#02840"",""Times Made"""
"""#02841"",""Ensemble"""
"""#02842"",""Disponible"""
"""#02843"",""Indisponible"""
"""#02844"",""Bonus de connexion"""
"""#02845"",""Vous avez des pièces."""
"""#02846"", ""Vous avez de l'XP scout."""
"""#02847"",""Rep <0>!"""
"""#02848"",""<0> """
"""#02849"",""obtenu!"""
"""#02850"",""Jeu Bonus"""
"""#02851"",""Un joueur offert"""
"""#02852"",""Invité à"""
"""#02853"", ""faire un entraînement supplémentaire."""
"""#02854"", ""le hall."""
"""#02855"",""Cadeau"""
"""#02856"",""Un visiteur"""
"""#02857"", ""vous a donné un objet."""
"""#02858"",""Effet buzz en ligne"""
"""#02859"", ""<0>"""
"""#02860"",""<pic=pic_nicePoint><0> """
"""#02861"",""est maintenant <co=0064ff><0></co> !"""
"""#02862"",""Nouvelle recette !"""
"""#02863"",""<co=0064ff>Recette"""
"""#02864"",""=#02849"""
"""#02865"",""Bien!"""
"""#02866"", ""5 étoiles! Bravo!"""
"""#02867"", ""Veuillez revoir l'application !"""
"""#02868"",""Acheter des articles"""
"""#02869"",""=#02643"""
"""#02870"",""Articles de cuisine"""
"""#02871"", ""Reviens!"""
"""#02872"",""Article"""
"""#02873"",""=#02698"""
"""#02874"",""Prix de vente"""
"""#02875"",""Acheter des installations"""
"""#02876"",""=#02868"""
"""#02877"",""=#02875"""
"""#02878"",""=#02643"""
"""#02879"",""Chronologie"""
"""#02880"",""Amis"""
"""#02881"", ""Aucun message."""
"""#02882"",""Aperçu"""
"""#02883"",""Détails"""
"""#02884"",""<0> Chiffre d'affaires"""
"""#02885"",""Revenu annuel"""
"""#02886"",""=#02523"""
"""#02887"",""=#02594"""
"""#02888"",""Total des visiteurs"""
"""#02889"",""Messages en ligne"""
"""#02890"",""J'aime au total"""
"""#02891"",""Amis en ligne"""
"""#02892"",""Dépenses"""
"""#02893"",""Bénéfices"""
"""#02894"",""Bonjour !"""
"""#02895"",""Résidents"""
"""#02896"",""Sélectionnez celui-ci"""
"""#02897"",""Visitera quand"""
"""#02898"",""<0>'s <1> est <co=0064ff><2></co> ou supérieur"""
"""#02899"",""Rang minimum <co=0064ff><0>"""
"""#02900"",""Zone"""
"""#02901"", ""Nom de la zone"""
"""#02902"",""Résidents rencontrés"""
"""#02903"",""<0> est maintenant en stock !"""
"""#02904"",""=#02785"""
"""#02905"",""<0> Clients"""
"""#02906"",""Ku-max"""
"""#02907"", ""Menu actuel"""
"""#02908"",""Ventes totales"""
"""#02909"",""Création d'un nouveau menu"""
"""#02910"",""Supprimer le menu"""
"""#02911"",""Frais d'utilisation"""
"""#02912"",""Informations sur l'installation"""
"""#02913"",""=#02806"""
"""#02914"",""=#02652"""
"""#02915"",""Gratuit"""
"""#02916"",""Niveaux"""
"""#02917"",""=#02594"""
"""#02918"",""Restaurants"""
"""#02919"",""Ventes"""
"""#02920"",""=#02865"""
"""#02921"", ""Aucun message."""
"""#02922"",""Y<0> <1> <2>"""
"""#02923"",""<0> x<1>"""
"""#02924"",""Ajouter des éléments"""
"""#02925"",""=#02924"""
"""#02926"",""Photo"""
"""#02927"",""Pas d'installations."""
"""#02928"", ""Soyez bref."""
"""#02929"", ""Test"""
"""#02930"",""Acheter des pièces à<br>la boutique de pièces ?"""
"""#02931"", ""Passer cette fois?"""
"""#02932"",""Attribuer à un restaurant ?"""
"""#02933"",""Nom du parc aquatique"""
"""#02934"",""Home Run High"""
"""#02936"",""Les données de l'application sont corrompues.<br>Veuillez réinstaller l'application."""
"""#02937"", ""Heure de compilation non valide."""
"""#02938"",""[Données reçues]"""
"""#02939"", ""Enregistrement de l'écrasement des données terminé"""
"""#02940"",""La connexion a échoué"""
"""#02941"",""Nom de la boutique"""
"""#02942"",""Ensoleillé au bord de la piscine"""
"""#02943"",""Enregistrer l'emplacement <0>/2"""
"""#02944"",""=#02922"""
"""#02945"",""Appuyez pour démarrer le jeu"""
"""#02946"",""Commencer une nouvelle partie+ ?"""
"""#02947"",""Installation"""
"""#02948"",""Zone d'installation"""
"""#02949"",""Sortir : Casiers"""
"""#02950"",""Quitter : la maison"""
"""#02951"",""Ventes de billets"""
"""#02952"",""Casiers : Arrivée"""
"""#02953"",""Casiers : De retour"""
"""#02954"",""=#02605"""
"""#02955"",""Toboggan aquatique"""
"""#02956"",""Jeu de piscine"""
"""#02957"", ""Jouer au billard : flotter"""
"""#02958"",""Utilisation des installations"""
"""#02959"",""Premier message !"""
"""#02960"",""Souhait exaucé !"""
"""#02961"",""ensoleillé"""
"""#02962"",""chaud"""
"""#02963"",""nuageux"""
"""#02964"",""pluie"""
"""#02965"",""neigeux"""
"""#02966"", ""Beau temps demain."""
"""#02967"",""Temps très chaud demain."""
"""#02968"",""Le temps sera couvert demain."""
"""#02969"", ""Il pleuvra demain."""
"""#02970"", ""Il neigera demain."""
"""#02971"",""Parfait !"""
"""#02972"", ""En hausse !"""
"""#02973"",""Petit marasme"""
"""#02974"",""Pas bien..."""
"""#02975"",""Ensoleillement"""
"""#02976"", ""J'aime les points"""
"""#02977"",""=#02976"""
"""#02978"",""=#02900"""
"""#02979"",""Certification à 15h WKND"""
"""#02980"",""Plus de visiteurs !"""
"""#02981"", ""Rapport de revenus"""
"""#02982"",""Numéros de visiteurs"""
"""#02983"",""Les prévisions de demain"""
"""#02984"", ""Ce sera <0>."""
"""#02985"",""=#02595"""
"""#02986"",""=#02982"""
"""#02987"",""Informations client"""
"""#02988"",""=#02919"""
"""#02989"",""Satisfaction de la saison"""
"""#02990"",""Échange"""
"""#02991"", ""Le restaurant de hamburgers était bon."""
"""#02992"",""Congélation"""
"""#02993"",""Froid"""
"""#02994"",""Juste comme il faut"""
"""#02995"",""Chaud"""
"""#02996"",""Comme un bain"""
"""#02997"",""Froid"""
"""#02998"",""=#00959"""
"""#02999"",""Super chaud"""
"""#03000"",""Température"""
"""#03001"",""=#02804"""
"""#03002"",""=#02813"""
"""#03003"",""Température piscine"""
"""#03004"",""Jet"""
"""#03005"",""=#02578"""
"""#03006"",""Impossible d'y arriver"""
"""#03007"",""Terminé !"""
"""#03008"", ""Cliquez!"""
"""#03009"",""Très amusant !"""
"""#03010"",""Relaxant !"""
"""#03011"",""Des moments amusants !"""
"""#03012"", ""c'était bien !"""
"""#03013"", ""était délicieux!"""
"""#03014"",""<0> et moi """
"""#03015"",""Mes potes et moi """
"""#03016"",""au bord de la piscine"""
"""#03017"",""vérifier le <0>"""
"""#03018"",""Menu Nourriture"""
"""#03019"",""Billets"""
"""#03020"",""Autre"""
"""#03021"",""<0> <co=0064ff><1></co> !"""
"""#03022"",""Obtenir <0> <1> x<co=0064ff><2></co> !"""
"""#03023"",""Vous pouvez vous attendre à plus de visiteurs les <co=0064ff> week-ends </co>et<co=0064ff> jours fériés !"""
"""#03024"",""<1> <co=0064ff><0></co> préparation commencée !"""
"""#03025"",""<1> <co=0064ff><0> </co>est terminé."""
"""#03026"",""<2> <co=0064ff><0></co> <1> est terminé."""
"""#03027"",""<1> La campagne a augmenté la popularité de votre parc de <co=0064ff><0></co> !"""
"""#03028"",""Vous avez le <co=0064ff> <0> !"""
"""#03029"",""Vous avez le <co=0064ff><0> </co>x<co=0064ff><1></co> !"""
"""#03030"",""<0> a posté un<co=0064ff> nouveau message</co> !"""
"""#03031"",""<co=0064ff><0> </co>visitera votre parc à partir de maintenant !"""
"""#03032"",""<0> Niv. Satisfaction<co=0064ff> <1></co> ! Prix des billets <co=0064ff>+<2></co> !"""
"""#03033"",""<0> a publié un article sur votre parc !"""
"""#03034"",""Le vœu de <0> est exaucé !"""
"""#03035"",""Le bus <1> <co=0064ff><0> </co> est arrivé."""
"""#03036"",""Date"""
"""#03037"",""Fonds"""
"""#03038"",""Meilleures ventes"""
"""#03039"",""Souhaits exaucés"""
"""#03040"",""Souhaits en attente"""
"""#03041"",""=#02523"""
"""#03042"",""Certificats"""
"""#03043"", ""Rang"""
"""#03044"",""Zones découvertes"""
"""#03045"",""Éléments de piscine utilisés"""
"""#03046"",""Aliments Cuits"""
"""#03047"",""Campagnes utilisées"""
"""#03048"",""Achats en magasin"""
"""#03049"",""Installations achetées"""
"""#03050"",""=#02890"""
"""#03051"",""J'aime annuels"""
"""#03052"",""Classement du pool"""
"""#03053"", ""Passer le taux"""
"""#03054"",""#<0>"""
"""#03055"",""Y<0> <1>"""
"""#03056"",""D<0>"""
"""#03057"",""<0> h"""
"""#03058"",""=#03057"""
"""#03059"",""<0> min"""
"""#03060"",""<0> sec"""
"""#03061"",""JOUR DE LA SEMAINE"""
"""#03062"",""=#03061"""
"""#03063"",""WKND"""
"""#03064"",""Pts"""
"""#03065"",""Part. Prix"""
"""#03066"",""Popularité en hausse"""
"""#03067"",""<0> est sorti !"""
"""#03068"", ""Le Grand Splash Mag"""
